Room Rate,Month Record,Number of Star,Hotel Location,Number of Nights,Room-type Name 
30000,6,4,Commercial area,9,EXECUTIVE ROOM
30000,6,4,Commercial area,9,EXECUTIVE ROOM
30000,6,4,Commercial area,8,EXECUTIVE ROOM
30000,6,4,Commercial area,8,EXECUTIVE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
40000,6,4,Commercial area,1,STANDARD
30000,6,4,Commercial area,8,DELUXE ROOM
30000,6,4,Commercial area,8,EXECUTIVE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
36000,6,4,Commercial area,1,DELUXE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
30000,6,4,Commercial area,9,DELUXE ROOM
35000,6,4,Commercial area,1,DELUXE ROOM
30000,6,4,Commercial area,9,DELUXE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
40000,6,4,Commercial area,1,DELUXE ROOM
30000,6,4,Commercial area,8,DELUXE ROOM
38000,6,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
70000,7,4,Commercial area,1,DELUXE SUITE
35000,7,4,Commercial area,5,DELUXE ROOM
35000,7,4,Commercial area,5,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,STANDARD
45000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
30000,7,4,Commercial area,6,STANDARD
45000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,3,EXECUTIVE ROOM
35000,7,4,Commercial area,3,DELUXE ROOM
38000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,3,DELUXE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
38000,7,4,Commercial area,12,DELUXE ROOM
35000,7,4,Commercial area,3,STANDARD
35000,7,4,Commercial area,3,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,4,DELUXE ROOM
38000,7,4,Commercial area,1,DELUXE ROOM
38000,7,4,Commercial area,1,DELUXE ROOM
45000,7,4,Commercial area,2,DELUXE ROOM
45000,7,4,Commercial area,2,DELUXE ROOM
65000,7,4,Commercial area,1,DELUXE SUITE
35000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,STANDARD
30000,7,4,Commercial area,1,DELUXE ROOM
30000,7,4,Commercial area,1,DELUXE ROOM
30000,7,4,Commercial area,3,DELUXE ROOM
30000,7,4,Commercial area,1,EXECUTIVE ROOM
30000,7,4,Commercial area,1,EXECUTIVE ROOM
30000,7,4,Commercial area,3,DELUXE ROOM
30000,7,4,Commercial area,3,EXECUTIVE ROOM
45000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
36000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
0,7,4,Commercial area,5,EXECUTIVE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
65000,7,4,Commercial area,2,DELUXE SUITE
35000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
32000,7,4,Commercial area,2,STANDARD
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,2,EXECUTIVE ROOM
45000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,3,DELUXE ROOM
36000,7,4,Commercial area,7,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,STANDARD
35000,7,4,Commercial area,1,STANDARD
38000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
38000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
60000,7,4,Commercial area,1,DELUXE SUITE
70000,7,4,Commercial area,1,PRESIDENTIAL SUITE
70000,7,4,Commercial area,1,EXECUTIVE SUITE
35000,7,4,Commercial area,1,DELUXE ROOM
45000,7,4,Commercial area,1,EXECUTIVE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
32000,7,4,Commercial area,4,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
30000,7,4,Commercial area,1,DELUXE ROOM
30000,7,4,Commercial area,1,DELUXE ROOM
30000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,6,DELUXE ROOM
35000,7,4,Commercial area,42,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
36000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
38000,7,4,Commercial area,2,DELUXE ROOM
65000,7,4,Commercial area,2,DIPLOMATIC SUITE
35000,7,4,Commercial area,3,DELUXE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
30000,7,4,Commercial area,4,DELUXE ROOM
35000,7,4,Commercial area,1,STANDARD
36000,7,4,Commercial area,2,DELUXE ROOM
36000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,EXECUTIVE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,2,STANDARD
32000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
30000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,STANDARD
40000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
44000,7,4,Commercial area,1,EXECUTIVE ROOM
47000,7,4,Commercial area,1,EXECUTIVE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
44000,7,4,Commercial area,1,EXECUTIVE ROOM
36000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,STANDARD
33000,7,4,Commercial area,3,STANDARD
36000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
45000,7,4,Commercial area,1,EXECUTIVE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,5,DELUXE ROOM
35000,7,4,Commercial area,5,DELUXE ROOM
35000,7,4,Commercial area,3,DELUXE ROOM
40000,7,4,Commercial area,3,STANDARD
30000,7,4,Commercial area,4,STANDARD
30000,7,4,Commercial area,4,DELUXE ROOM
35000,7,4,Commercial area,3,STANDARD
30000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,5,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
0,7,4,Commercial area,10,EXECUTIVE ROOM
0,7,4,Commercial area,2,EXECUTIVE ROOM
35000,7,4,Commercial area,5,DELUXE ROOM
30000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,4,DELUXE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,STANDARD
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,2,EXECUTIVE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,3,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
36000,7,4,Commercial area,2,STANDARD
38000,7,4,Commercial area,3,DELUXE ROOM
96000,7,4,Commercial area,3,EXECUTIVE SUITE
40000,7,4,Commercial area,1,STANDARD
38000,7,4,Commercial area,1,DELUXE ROOM
33000,7,4,Commercial area,4,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,3,DELUXE ROOM
38000,7,4,Commercial area,3,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
33000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
45000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,2,EXECUTIVE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
32000,7,4,Commercial area,2,STANDARD
45000,7,4,Commercial area,1,EXECUTIVE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
44000,7,4,Commercial area,2,EXECUTIVE ROOM
44000,7,4,Commercial area,2,EXECUTIVE ROOM
44000,7,4,Commercial area,2,EXECUTIVE ROOM
44000,7,4,Commercial area,2,EXECUTIVE ROOM
38000,7,4,Commercial area,3,DELUXE ROOM
40000,7,4,Commercial area,1,STANDARD
40000,7,4,Commercial area,1,STANDARD
40000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,EXECUTIVE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,EXECUTIVE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,EXECUTIVE ROOM
35000,7,4,Commercial area,1,EXECUTIVE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
36000,7,4,Commercial area,2,DELUXE ROOM
40000,7,4,Commercial area,1,DELUXE ROOM
40000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,2,EXECUTIVE ROOM
35000,7,4,Commercial area,1,STANDARD
40000,7,4,Commercial area,1,DELUXE ROOM
96000,7,4,Commercial area,2,EXECUTIVE SUITE
40000,7,4,Commercial area,1,STANDARD
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,1,DELUXE ROOM
35000,7,4,Commercial area,4,DELUXE ROOM
35000,7,4,Commercial area,4,DELUXE ROOM
36000,7,4,Commercial area,2,DELUXE ROOM
35000,7,4,Commercial area,2,STANDARD
70000,7,4,Commercial area,1,DELUXE SUITE
35000,7,4,Commercial area,1,STANDARD
40000,7,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,STANDARD
40000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
45000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
45000,8,4,Commercial area,1,DELUXE ROOM
56000,8,4,Commercial area,1,DELUXE SUITE
40000,8,4,Commercial area,6,DELUXE ROOM
35000,8,4,Commercial area,4,DELUXE ROOM
75000,8,4,Commercial area,2,DELUXE SUITE
40000,8,4,Commercial area,4,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,3,DELUXE ROOM
36000,8,4,Commercial area,3,DELUXE ROOM
35000,8,4,Commercial area,1,STANDARD
40000,8,4,Commercial area,1,STANDARD
40000,8,4,Commercial area,1,STANDARD
90000,8,4,Commercial area,1,EXECUTIVE SUITE
35000,8,4,Commercial area,1,DELUXE ROOM
45000,8,4,Commercial area,4,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,STANDARD
35000,8,4,Commercial area,11,DELUXE ROOM
35000,8,4,Commercial area,4,DELUXE ROOM
36000,8,4,Commercial area,1,STANDARD
46750,8,4,Commercial area,2,EXECUTIVE ROOM
30000,8,4,Commercial area,8,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
32000,8,4,Commercial area,1,STANDARD
36000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,3,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
60000,8,4,Commercial area,1,DELUXE SUITE
36000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,7,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
30000,8,4,Commercial area,2,STANDARD
30000,8,4,Commercial area,2,STANDARD
30000,8,4,Commercial area,2,STANDARD
30000,8,4,Commercial area,2,STANDARD
35000,8,4,Commercial area,1,DELUXE ROOM
30000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,STANDARD
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,3,DELUXE ROOM
42500,8,4,Commercial area,2,DELUXE ROOM
42500,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,1,STANDARD
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,STANDARD
40000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
33000,8,4,Commercial area,1,DELUXE ROOM
38000,8,4,Commercial area,3,DELUXE ROOM
40000,8,4,Commercial area,11,DELUXE ROOM
40000,8,4,Commercial area,12,DELUXE ROOM
38000,8,4,Commercial area,2,DELUXE ROOM
38000,8,4,Commercial area,3,DELUXE ROOM
40000,8,4,Commercial area,3,DELUXE ROOM
25000,8,4,Commercial area,1,EXECUTIVE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,4,DELUXE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,2,EXECUTIVE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
56000,8,4,Commercial area,5,DELUXE SUITE
42500,8,4,Commercial area,2,DELUXE ROOM
42500,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,1,STANDARD
35000,8,4,Commercial area,1,STANDARD
30000,8,4,Commercial area,3,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,7,STANDARD
35000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
30000,8,4,Commercial area,7,STANDARD
30000,8,4,Commercial area,3,STANDARD
30000,8,4,Commercial area,3,STANDARD
36000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,3,DELUXE ROOM
38000,8,4,Commercial area,1,DELUXE ROOM
30000,8,4,Commercial area,10,STANDARD
30000,8,4,Commercial area,7,DELUXE ROOM
33000,8,4,Commercial area,7,DELUXE ROOM
30000,8,4,Commercial area,8,DELUXE ROOM
30000,8,4,Commercial area,11,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,7,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
36000,8,4,Commercial area,4,DELUXE ROOM
36000,8,4,Commercial area,5,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,4,DELUXE ROOM
38000,8,4,Commercial area,1,DELUXE ROOM
32000,8,4,Commercial area,4,STANDARD
35000,8,4,Commercial area,1,DELUXE ROOM
0,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
80000,8,4,Commercial area,2,EXECUTIVE SUITE
60000,8,4,Commercial area,1,DELUXE SUITE
40000,8,4,Commercial area,2,DELUXE ROOM
110000,8,4,Commercial area,1,DIPLOMATIC SUITE
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,4,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,5,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
45000,8,4,Commercial area,3,DELUXE ROOM
40000,8,4,Commercial area,1,STANDARD
40000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,7,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
30000,8,4,Commercial area,2,STANDARD
30000,8,4,Commercial area,2,STANDARD
30000,8,4,Commercial area,1,STANDARD
30000,8,4,Commercial area,1,DELUXE ROOM
30000,8,4,Commercial area,1,GLUTTO ROOM
30000,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
0,8,4,Commercial area,1,STANDARD
35000,8,4,Commercial area,1,DELUXE ROOM
30000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,6,DELUXE ROOM
40000,8,4,Commercial area,3,EXECUTIVE ROOM
38000,8,4,Commercial area,6,DELUXE ROOM
30000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
38000,8,4,Commercial area,6,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
30000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
60000,8,4,Commercial area,2,DELUXE SUITE
32000,8,4,Commercial area,1,STANDARD
32000,8,4,Commercial area,1,STANDARD
30000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
40000,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,3,STANDARD
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,STANDARD
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
36000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
40000,8,4,Commercial area,1,DELUXE ROOM
38000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,2,STANDARD
35000,8,4,Commercial area,2,STANDARD
36000,8,4,Commercial area,2,DELUXE ROOM
30000,8,4,Commercial area,1,DELUXE ROOM
36000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
33000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
100000.33333333333,8,4,Commercial area,3,DIPLOMATIC SUITE
30000,8,4,Commercial area,2,STANDARD
80000,8,4,Commercial area,6,EXECUTIVE SUITE
36000,8,4,Commercial area,5,DELUXE ROOM
35000,8,4,Commercial area,3,DELUXE ROOM
30000,8,4,Commercial area,2,STANDARD
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,2,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,8,4,Commercial area,1,DELUXE ROOM
35000,9,4,Commercial area,1,DELUXE ROOM
35000,9,4,Commercial area,2,DELUXE ROOM
40000,9,4,Commercial area,2,EXECUTIVE ROOM
33000,9,4,Commercial area,7,DELUXE ROOM
35000,9,4,Commercial area,2,DELUXE ROOM
40000,9,4,Commercial area,1,EXECUTIVE ROOM
56000,9,4,Commercial area,8,GLUTTO TWIN APARTMENT
35000,9,4,Commercial area,2,DELUXE ROOM
35000,9,4,Commercial area,2,DELUXE ROOM
35000,9,4,Commercial area,2,DELUXE ROOM
35000,9,4,Commercial area,2,DELUXE ROOM
35000,9,4,Commercial area,1,DELUXE ROOM
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,2,DELUXE
45000,11,4,Commercial area,1,SUPER CLASSIC
32000,11,4,Commercial area,3,SUPERIOR
40000,11,4,Commercial area,3,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,1,DELUXE
43000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,2,DELUXE
45000,11,4,Commercial area,3,SUPER CLASSIC
50000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,SUPER CLASSIC
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,8,DELUXE
32000,11,4,Commercial area,1,SUPER CLASSIC
40000,11,4,Commercial area,1,SUPER CLASSIC
118750,11,4,Commercial area,2,DIPLOMATIC SUITE
45000,11,4,Commercial area,1,SUPER CLASSIC
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
31999,11,4,Commercial area,1,SUPER CLASSIC
125000,11,4,Commercial area,1,DIPLOMATIC SUITE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
68000,11,4,Commercial area,2,DIPLOMATIC SUITE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,2,DELUXE
124000,11,4,Commercial area,3,DIPLOMATIC FLAT
50000,11,4,Commercial area,5,DELUXE
50000,11,4,Commercial area,2,DELUXE
50000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,SUPER CLASSIC
56000,11,4,Commercial area,1,SUPERIOR
40000,11,4,Commercial area,1,DELUXE
33000,11,4,Commercial area,1,SUPER CLASSIC
50000,11,4,Commercial area,1,DELUXE
68000,11,4,Commercial area,1,EXECUTIVE SUITE
85000,11,4,Commercial area,2,EXECUTIVE SUITE
50000,11,4,Commercial area,1,DELUXE
40500,11,4,Commercial area,2,SUPER CLASSIC
40000,11,4,Commercial area,1,SUPER CLASSIC
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
45000,11,4,Commercial area,1,SUPER CLASSIC
45000,11,4,Commercial area,1,SUPER CLASSIC
45000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,SUPER CLASSIC
40000,11,4,Commercial area,2,DELUXE
32000,11,4,Commercial area,1,SUPER CLASSIC
32000,11,4,Commercial area,1,SUPER CLASSIC
50000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,2,DELUXE
40000,11,4,Commercial area,1,DELUXE
50000,11,4,Commercial area,1,DELUXE
